"","season","week","player_id","player_name","player_display_name","position","position_group","team","headshot_url","n","performance_score"
"1",2023,1,"00-0027943","P.Peterson","Patrick Peterson","CB","DB","PIT","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hefuj7lvfmgvr4tme7te",31,45.4162947851587
"2",2023,1,"00-0029530","J.Bethel","Justin Bethel","CB","DB","MIA","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctqpivwrs2u9gwrohbce",11,29.9676607977003
"3",2023,1,"00-0029542","S.Gilmore","Stephon Gilmore","CB","DB","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rzqv9harev8c0excxzfz",23,42.4815260354013
"4",2023,1,"00-0030062","D.Slay","Darius Slay","CB","DB","PHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ywdvgcxwf6nnfo9r77oz",36,44.2687747035573
"5",2023,1,"00-0031357","C.Goodwin","C.J. Goodwin","CB","DB","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tcfvwabfull325uyjta1",3,0
"6",2023,1,"00-0031785","T.Hill","Troy Hill","CB","DB","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa4ba7c9ku1narcpyh10",24,32.9710144927536
"7",2023,1,"00-0032150","S.Nelson","Steven Nelson","CB","DB","HOU","https://static.www.nfl.com/image/private/f_auto,q_auto/league/qaocvlmmgdkkubtkxqrt",30,36.2845849802372
"8",2023,1,"00-0032165","M.Peters","Marcus Peters","CB","DB","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wnn5zpsvkdzzzmotmf98",14,36.7588932806324
"9",2023,1,"00-0032195","R.Darby","Ronald Darby","CB","DB","BAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dn0kn2aw6crrzvsjiuvl",16,40.0197628458498
"10",2023,1,"00-0032379","E.Apple","Eli Apple","CB","DB","MIA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szrv0msliekcbdfulpzb",37,37.2823416301677
"11",2023,1,"00-0032521","M.Hilton","Mike Hilton","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uippdcskzxubvfqoqxlo",38,40.0249635947576
"12",2023,1,"00-0032580","J.Jones","Jonathan Jones","CB","DB","NE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/jn9mpyhj4gbzwyuio1kf",22,49.1555874955084
"13",2023,1,"00-0032803","J.Mills","Jalen Mills","CB","DB","NE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yc4745ngoppgf1syjghl",25,36.0158102766798
"14",2023,1,"00-0032890","J.Bradberry","James Bradberry","CB","DB","PHI","https://static.www.nfl.com/image/private/f_auto,q_auto/league/aicnvekzwdh4mw66wh8g",36,50.5709266578832
"15",2023,1,"00-0033050","X.Howard","Xavien Howard","CB","DB","MIA","https://static.www.nfl.com/image/private/f_auto,q_auto/league/u2leir3h3frcennwutsi",32,49.5800395256917
"16",2023,1,"00-0033084","K.Fuller","Kendall Fuller","CB","DB","WAS","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdznqfqyrrwcjdrjb3s5",32,50
"17",2023,1,"00-0033103","A.Burns","Artie Burns","CB","DB","SEA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nxzudhrs9uippsvtzzvm",6,44.0052700922266
"18",2023,1,"00-0033393","K.Moore","Kenny Moore","CB","DB","IND","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji3hdoi86xonnhxlr6gl",29,52.3647267275453
"19",2023,1,"00-0033548","C.Awuzie","Chidobe Awuzie","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjne7duta6jkknbbiyx7",26,49.802371541502
"20",2023,1,"00-0033551","R.Douglas","Rasul Douglas","CB","DB","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ckyphq6brbau8lhgbt6j",30,58.5770750988142
"21",2023,1,"00-0033697","M.Davis","Michael Davis","CB","DB","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhomoqg5qsjbpacywfno",29,48.4666757530326
"22",2023,1,"00-0033783","A.Witherspoon","Ahkello Witherspoon","CB","DB","LA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s0ugeantfk8glnsstdwe",13,52.4779568257829
"23",2023,1,"00-0033874","M.Lattimore","Marshon Lattimore","CB","DB","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z4npwlwl5teozc1lp8ky",22,54.0783327344592
"24",2023,1,"00-0033878","A.Jackson","Adoree' Jackson","CB","DB","NYG","https://static.www.nfl.com/image/private/f_auto,q_auto/league/wz7ftjbrza2khve21rpl",25,45.0909090909091
"25",2023,1,"00-0033884","T.White","Tre'Davious White","CB","DB","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlgqko9tehzohbgnou0v",18,41.3263065436979
"26",2023,1,"00-0033926","S.Griffin","Shaquill Griffin","CB","DB","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jybewrw2vsf17rxds4tv",19,38.3191179529852
"27",2023,1,"00-0033930","C.Sutton","Cameron Sutton","CB","DB","DET","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rykly25j9mir0ygcnrs6",31,44.2687747035573
"28",2023,1,"00-0034203","D.Williams","Darious Williams","CB","DB","JAX","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dewntuji0qaai8mlayq4",37,41.149449845102
"29",2023,1,"00-0034278","T.Smith","Tremon Smith","CB","DB","DEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txh6mh0kq1xrkdh8ig4r",9,38.6473429951691
"30",2023,1,"00-0034356","D.Jackson","Donte Jackson","CB","DB","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f5yk4vm8o1oct6webfp7",21,50.2164502164502
"31",2023,1,"00-0034357","I.Oliver","Isaiah Oliver","CB","DB","SF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aiqmpwmscdx5lyvyi5qp",13,43.4174521131043
"32",2023,1,"00-0034377","A.Maddox","Avonte Maddox","CB","DB","PHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fwzfhbgtcauaags08zlf",28,42.2924901185771
"33",2023,1,"00-0034384","D.Reed","D.J. Reed","CB","DB","NYJ","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdl6g2afnvt4zbaqprs9",30,50.1449275362319
"34",2023,1,"00-0034446","J.Davis","Jalen Davis","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d8n8qiddzihovdb9dh1x",6,14.2292490118577
"35",2023,1,"00-0034488","T.Thomas","Tavierre Thomas","CB","DB","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vgqvuxixybewnv9lymbr",25,33.6126482213439
"36",2023,1,"00-0034514","L.Wallace","Levi Wallace","CB","DB","PIT","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y7rnq70zcpcgg0ifbghe",34,45.0127877237852
"37",2023,1,"00-0034516","T.Herndon","Tre Herndon","CB","DB","JAX","https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpxfoqywx98khvtjs5m7",16,32.4110671936759
"38",2023,1,"00-0034540","T.Brown","Tony Brown","CB","DB","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/awgmmiypysbptsowartb",2,10.6719367588933
"39",2023,1,"00-0034573","C.Ward","Charvarius Ward","CB","DB","SF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jlccuozxaeffcupnvd7q",36,47.1892841458059
"40",2023,1,"00-0034591","J.Jackson","J.C. Jackson","CB","DB","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crvgx5lbckpmfcnoylzw",23,58.1199518817666
"41",2023,1,"00-0034728","J.Alexander","Jaire Alexander","CB","DB","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izwlytzwiity0r8hox8p",18,56.0386473429952
"42",2023,1,"00-0034756","T.Flowers","Tre Flowers","CB","DB","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x7yagewolfolqgjvp633",28,24.5906267645398
"43",2023,1,"00-0034778","C.Davis","Carlton Davis","CB","DB","TB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ueh3ui3l3ndih3yrorbq",26,48.2821526299787
"44",2023,1,"00-0034780","I.Yiadom","Isaac Yiadom","CB","DB","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kxe4pgiizgonwesgtcy2",6,15.0197628458498
"45",2023,1,"00-0034856","D.Ward","Denzel Ward","CB","DB","CLE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnslpmszzjcegkbza1gs",29,48.0850483848985
"46",2023,1,"00-0035133","K.Nixon","Keisean Nixon","CB","DB","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zsxo7tlynx1uzjvp0vpf",10,31.6205533596838
"47",2023,1,"00-0035236","B.Murphy","Byron Murphy","CB","DB","MIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/secfzfwznyhcgiow4rvq",26,45.0592885375494
"48",2023,1,"00-0035239","S.Murphy-Bunting","Sean Murphy-Bunting","CB","DB","TEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ddyearvwzjb4jmunqlei",20,39.6837944664032
"49",2023,1,"00-0035277","M.Jackson","Michael Jackson","CB","DB","SEA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ymkamzfqi625imj3ngeo",18,47.2551602986386
"50",2023,1,"00-0035699","J.Dean","Jamel Dean","CB","DB","TB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0k1zs9nyl2cqsjwf5cs",31,43.5547622083387
"51",2023,1,"00-0035862","E.Bassey","Essang Bassey","CB","DB","DEN","https://static.www.nfl.com/image/private/f_auto,q_auto/league/v8ljdczkzmunbmmjkvjn",9,18.2696530522617
"52",2023,1,"00-0036087","M.Bryant","Myles Bryant","CB","DB","NE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzbwwwemnsuw2pveglco",29,33.5286902003544
"53",2023,1,"00-0036281","C.Henderson","C.J. Henderson","CB","DB","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tna89m19aol0bnfhugay",27,35.5731225296443
"54",2023,1,"00-0036285","A.Terrell","A.J. Terrell","CB","DB","ATL","https://static.www.nfl.com/image/private/f_auto,q_auto/league/mijlbfupcqxu8g7mmm4i",30,46.1660079051383
"55",2023,1,"00-0036292","J.Johnson","Jaylon Johnson","CB","DB","CHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ouyqfh584alvv72ss9om",25,38.2924901185771
"56",2023,1,"00-0036307","K.Vildor","Kindle Vildor","CB","DB","TEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpohdktdlsl1ywzmdzxq",26,28.7929461842505
"57",2023,1,"00-0036361","T.Diggs","Trevon Diggs","CB","DB","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a473plmxgavkmt23up8w",36,56.9169960474308
"58",2023,1,"00-0036374","L.Sneed","L'Jarius Sneed","CB","DB","KC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uq5qstdlfazpw0dmu6ee",38,50.4680674017058
"59",2023,1,"00-0036416","K.Fulton","Kristian Fulton","CB","DB","TEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pcucmujvuzuhnyqucply",25,44.7430830039526
"60",2023,1,"00-0036501","M.Carter","Michael Carter","CB","DB","NYJ","https://static.www.nfl.com/image/private/f_auto,q_auto/league/admwfoo0pgl2z2zvqcp2",32,36.6353754940711
"61",2023,1,"00-0036563","D.Lenoir","Deommodore Lenoir","CB","DB","SF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p3i2vathgbtmnomt3eip",23,39.663172366386
"62",2023,1,"00-0036589","N.McCloud","Nick McCloud","CB","DB","NYG","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pk0edmqqhgs2sowt4ink",12,35.0461133069829
"63",2023,1,"00-0036617","A.Samuel","Asante Samuel","CB","DB","LAC","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrnnoumk2vtrx9yhqs6n",30,51.6469038208169
"64",2023,1,"00-0036625","B.St-Juste","Benjamin St-Juste","CB","DB","WAS","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vdgtpnhmwjqdlegth3l9",19,35.8643644684835
"65",2023,1,"00-0036748","J.Jacobs","Jerry Jacobs","CB","DB","DET","https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlseignrp0sx5zj94h6y",20,41.9367588932806
"66",2023,1,"00-0036871","N.Hobbs","Nate Hobbs","CB","DB","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdt5ir3qaznnx7o4vkcu",27,39.672083150344
"67",2023,1,"00-0036874","P.Surtain","Patrick Surtain","CB","DB","DEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c2aej9togglsytzzagno",32,48.3448616600791
"68",2023,1,"00-0036884","M.Wilson","Marco Wilson","CB","DB","ARI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wu3tnzlteklzvreqel4m",29,39.5802098950525
"69",2023,1,"00-0036885","T.Brown","Tre Brown","CB","DB","SEA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpemqrrweakt8dci3qfb",6,23.1884057971014
"70",2023,1,"00-0036937","P.Adebo","Paulson Adebo","CB","DB","NO","https://static.www.nfl.com/image/private/f_auto,q_auto/league/goeor3guwv2wismzidtg",29,41.297533051656
"71",2023,1,"00-0036944","J.Horn","Jaycee Horn","CB","DB","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/he4jyriixknmswats7qe",16,42.0948616600791
"72",2023,1,"00-0036974","T.Campbell","Tyson Campbell","CB","DB","JAX","https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzon4x52tdqpss7ch3ug",34,49.0816089281562
"73",2023,1,"00-0036992","E.Molden","Elijah Molden","CB","DB","TEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ucrlai6l3qghkhywwksk",17,34.6896070681237
"74",2023,1,"00-0036996","G.Newsome","Greg Newsome","CB","DB","CLE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnzji51ny0rycaa1aqii",27,33.8457034109208
"75",2023,1,"00-0037008","A.Thomas","Ambry Thomas","CB","DB","SF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/earonnpoimllgzyxupfb",13,34.2961386439647
"76",2023,1,"00-0037034","D.Alford","Dee Alford","CB","DB","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjrsavpaai588usbthmo",12,34.3873517786561
"77",2023,1,"00-0037079","T.Woolen","Tariq Woolen","CB","DB","SEA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z0er0buipqt5apxbgp8b",18,54.4137022397892
"78",2023,1,"00-0037129","J.Blackwell","Josh Blackwell","CB","DB","CHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qdy0ms8vuo4dwnl20v89",3,26.3504611330698
"79",2023,1,"00-0037137","J.Jobe","Josh Jobe","CB","DB","PHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vs9agi4ngfedskfiusf9",3,8.16864295125165
"80",2023,1,"00-0037190","A.Gardner","Ahmad Gardner","CB","DB","NYJ","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqas3icjxcvns2m6cnns",17,53.9874447802837
"81",2023,1,"00-0037191","T.McDuffie","Trent McDuffie","CB","DB","KC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mv3pihzkmykdkxx2o0dm",14,42.4054206662902
"82",2023,1,"00-0037237","D.Stingley","Derek Stingley","CB","DB","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l06vle5t1v3lpnfni8z9",9,46.1133069828722
"83",2023,1,"00-0037250","M.Emerson","Martin Emerson","CB","DB","CLE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/va7yfx0xoniri3fuxr0u",17,41.897233201581
"84",2023,1,"00-0037253","M.Jones","Marcus Jones","CB","DB","NE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5dp8kwkx5dbt9nnnmig",11,46.2809917355372
"85",2023,1,"00-0037275","D.Bland","Daron Bland","CB","DB","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u1n9iwdsdvemtonsvisn",14,51.4398644833428
"86",2023,1,"00-0037288","C.Benford","Christian Benford","CB","DB","BUF","https://static.www.nfl.com/image/private/f_auto,q_auto/league/buseklerc1bhl1u9oovt",9,34.3434343434343
"87",2023,1,"00-0037307","J.Taylor","Ja'Sir Taylor","CB","DB","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvvfjjcxkscn40ghjmfc",7,19.7628458498024
"88",2023,1,"00-0037353","K.Kohou","Kader Kohou","CB","DB","MIA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i77u6ib9ha5a4l0qd3em",16,47.7766798418972
"89",2023,1,"00-0037395","D.Flowers","Dallis Flowers","CB","DB","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j9c8azu9yfqnye2igcw3",4,16.99604743083
"90",2023,1,"00-0037549","D.Baker","Darrell Baker","CB","DB","IND",NA,NA,39.9129131233331
"91",2023,1,"00-0037743","D.Hill","Dax Hill","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyjc84rbuuzxfdjl1nmu",7,15.2456239412761
"92",2023,1,"00-0037753","C.Taylor-Britt","Cam Taylor-Britt","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysaiijfhzalqruk36u9r",13,48.3429613864396
"93",2023,1,"00-0037839","C.Durant","Cobie Durant","CB","DB","LA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j1ohmtsxxb0e99lb2isj",7,51.7221908526256
"94",2023,1,"00-0037842","D.Kendrick","Derion Kendrick","CB","DB","LA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jjtrdpnsnsciyc0yzzko",10,37.3122529644269
"95",2023,1,"00-0038043","J.Williams","Joshua Williams","CB","DB","KC","https://static.www.nfl.com/image/private/f_auto,q_auto/league/wk6opycjhvjymx2iijgg",14,39.4127611518916
"96",2023,1,"00-0038101","A.Evans","Akayleb Evans","CB","DB","MIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hzdshia4xdcavsff29ro",7,33.201581027668
"97",2023,1,"00-0038105","D.Mathis","Damarri Mathis","CB","DB","DEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9fsyzs155k1z6tu59ay",14,38.0575945793337
"98",2023,1,"00-0038111","K.Gordon","Kyler Gordon","CB","DB","CHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wl8zd7rxgqey3pkcn3dk",14,45.6804065499718
"99",2023,1,"00-0038121","A.Taylor","Alontae Taylor","CB","DB","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pnx5hwmmobgggp0xqewv",11,46.7121810995329
"100",2023,1,"00-0038136","C.Bryant","Coby Bryant","CB","DB","SEA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kqygk55yo1zil3w7bxgb",17,35.8521274122297
"101",2023,1,"00-0038403","T.Hawkins","Tre Hawkins","CB","DB","NYG",NA,NA,39.9129131233331
"102",2023,1,"00-0038408","C.Valentine","Carrington Valentine","CB","DB","GB",NA,NA,39.9129131233331
"103",2023,1,"00-0038549","D.Turner","D.J. Turner","CB","DB","CIN",NA,NA,39.9129131233331
"104",2023,1,"00-0038565","M.Blackmon","Mekhi Blackmon","CB","DB","MIN",NA,NA,39.9129131233331
"105",2023,1,"00-0038984","K.Clark","Kei'Trel Clark","CB","DB","ARI",NA,NA,39.9129131233331
"106",2023,1,"00-0039000","D.Banks","Deonte Banks","CB","DB","NYG",NA,NA,39.9129131233331
"107",2023,1,"00-0039071","T.Stevenson","Tyrique Stevenson","CB","DB","CHI",NA,NA,39.9129131233331
"108",2023,1,"00-0039072","J.Bennett","Jakorian Bennett","CB","DB","LV",NA,NA,39.9129131233331
"109",2023,1,"00-0039147","C.Gonzalez","Christian Gonzalez","CB","DB","NE",NA,NA,39.9129131233331
"110",2023,1,"00-0039151","E.Forbes","Emmanuel Forbes","CB","DB","WAS",NA,NA,39.9129131233331
"111",2023,1,"00-0039167","J.Porter","Joey Porter","CB","DB","PIT",NA,NA,39.9129131233331
"112",2023,2,"00-0027943","P.Peterson","Patrick Peterson","CB","DB","PIT","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hefuj7lvfmgvr4tme7te",32,46.3685770750988
"113",2023,2,"00-0029530","J.Bethel","Justin Bethel","CB","DB","MIA","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctqpivwrs2u9gwrohbce",12,29.7101449275362
"114",2023,2,"00-0029542","S.Gilmore","Stephon Gilmore","CB","DB","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rzqv9harev8c0excxzfz",24,46.9038208168643
"115",2023,2,"00-0030062","D.Slay","Darius Slay","CB","DB","PHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ywdvgcxwf6nnfo9r77oz",37,46.6403162055336
"116",2023,2,"00-0031785","T.Hill","Troy Hill","CB","DB","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa4ba7c9ku1narcpyh10",25,33.1383399209486
"117",2023,2,"00-0032150","S.Nelson","Steven Nelson","CB","DB","HOU","https://static.www.nfl.com/image/private/f_auto,q_auto/league/qaocvlmmgdkkubtkxqrt",31,37.9446640316206
"118",2023,2,"00-0032165","M.Peters","Marcus Peters","CB","DB","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wnn5zpsvkdzzzmotmf98",15,37.3122529644269
"119",2023,2,"00-0032195","R.Darby","Ronald Darby","CB","DB","BAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dn0kn2aw6crrzvsjiuvl",17,41.8507323878168
"120",2023,2,"00-0032379","E.Apple","Eli Apple","CB","DB","MIA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szrv0msliekcbdfulpzb",38,37.9238610359892
"121",2023,2,"00-0032521","M.Hilton","Mike Hilton","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uippdcskzxubvfqoqxlo",39,39.8702746528833
"122",2023,2,"00-0032803","J.Mills","Jalen Mills","CB","DB","NE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yc4745ngoppgf1syjghl",26,35.816357555488
"123",2023,2,"00-0033050","X.Howard","Xavien Howard","CB","DB","MIA","https://static.www.nfl.com/image/private/f_auto,q_auto/league/u2leir3h3frcennwutsi",33,49.970056294167
"124",2023,2,"00-0033084","K.Fuller","Kendall Fuller","CB","DB","WAS","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdznqfqyrrwcjdrjb3s5",33,49.7544616121691
"125",2023,2,"00-0033393","K.Moore","Kenny Moore","CB","DB","IND","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji3hdoi86xonnhxlr6gl",30,51.9104084321476
"126",2023,2,"00-0033548","C.Awuzie","Chidobe Awuzie","CB","DB","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjne7duta6jkknbbiyx7",27,49.8609281217977
"127",2023,2,"00-0033551","R.Douglas","Rasul Douglas","CB","DB","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ckyphq6brbau8lhgbt6j",31,59.6965446895321
"128",2023,2,"00-0033697","M.Davis","Michael Davis","CB","DB","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhomoqg5qsjbpacywfno",30,50.197628458498
"129",2023,2,"00-0033783","A.Witherspoon","Ahkello Witherspoon","CB","DB","LA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s0ugeantfk8glnsstdwe",14,50.6493506493507
"130",2023,2,"00-0033874","M.Lattimore","Marshon Lattimore","CB","DB","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z4npwlwl5teozc1lp8ky",23,58.944835882454
"131",2023,2,"00-0033878","A.Jackson","Adoree' Jackson","CB","DB","NYG","https://static.www.nfl.com/image/private/f_auto,q_auto/league/wz7ftjbrza2khve21rpl",26,44.7248403770143
"132",2023,2,"00-0033884","T.White","Tre'Davious White","CB","DB","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlgqko9tehzohbgnou0v",19,41.7308092365301
"133",2023,2,"00-0033918","F.Moreau","Fabian Moreau","CB","DB","DEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/osj1pbe8mj5f7h47l2op",31,39.0156827744486
"134",2023,2,"00-0033930","C.Sutton","Cameron Sutton","CB","DB","DET","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rykly25j9mir0ygcnrs6",32,43.8735177865613
"135",2023,2,"00-0034203","D.Williams","Darious Williams","CB","DB","JAX","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dewntuji0qaai8mlayq4",38,41.6267942583732
"136",2023,2,"00-0034337","G.Stroman","Greg Stroman","CB","DB","CHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h9lcuxan1kd6uqsyuulq",1,88.5375494071146
"137",2023,2,"00-0034356","D.Jackson","Donte Jackson","CB","DB","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f5yk4vm8o1oct6webfp7",22,49.6227093065038
"138",2023,2,"00-0034357","I.Oliver","Isaiah Oliver","CB","DB","SF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aiqmpwmscdx5lyvyi5qp",14,41.3890457368718
"139",2023,2,"00-0034376","T.Johnson","Taron Johnson","CB","DB","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kowgpthenolgwlcwdvz4",36,41.5898111550285
"140",2023,2,"00-0034377","A.Maddox","Avonte Maddox","CB","DB","PHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fwzfhbgtcauaags08zlf",29,43.6690745536323
"141",2023,2,"00-0034384","D.Reed","D.J. Reed","CB","DB","NYJ","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdl6g2afnvt4zbaqprs9",31,51.1283947469081
"142",2023,2,"00-0034468","C.Sullivan","Chandon Sullivan","CB","DB","PIT","https://static.www.nfl.com/image/private/f_auto,q_auto/league/jj9b9gdqcee9dzpe6bjx",34,32.248314345501
"143",2023,2,"00-0034488","T.Thomas","Tavierre Thomas","CB","DB","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vgqvuxixybewnv9lymbr",26,35.0562480997264
"144",2023,2,"00-0034514","L.Wallace","Levi Wallace","CB","DB","PIT","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y7rnq70zcpcgg0ifbghe",35,44.9463579898363
"145",2023,2,"00-0034516","T.Herndon","Tre Herndon","CB","DB","JAX","https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpxfoqywx98khvtjs5m7",17,32.9225761450825
"146",2023,2,"00-0034573","C.Ward","Charvarius Ward","CB","DB","SF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jlccuozxaeffcupnvd7q",37,48.5204572161094
"147",2023,2,"00-0034591","J.Jackson","J.C. Jackson","CB","DB","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crvgx5lbckpmfcnoylzw",24,60.9683794466403
"148",2023,2,"00-0034639","M.Ford","Mike Ford","CB","DB","CLE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xylapza3yreylmohtmtz",9,13.965744400527
"149",2023,2,"00-0034728","J.Alexander","Jaire Alexander","CB","DB","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izwlytzwiity0r8hox8p",19,55.9600582483878
